,text,BIO_anno,class,bank_topic
2595,最后一次，有次交通银行刷一笔3万，还限制额度，我从来没有拖延她们一天还款，果断注销了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,
2596,最后一次取款，然后就注销了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,
2597,老哥你不是去澳门演完最后一场戏吗？我都关注你好久了。,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,招商银行
2598,回家卖房还了债，没有全部还完。我真的是被坑的好惨,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ,2,
2599,点调整临时额度进去后，老显示系统繁忙！！！有没有大神知道怎么回事？,O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2600,没啥问的的，就叫办张储蓄卡,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,招商银行
2601,对，而且我还拒绝了。因为用不上他家储蓄卡,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,0,招商银行
2602,没问就确认自己是不是自己。??,O O O O O O O O O O O O O O O,2,招商银行
2603,出示你的市民卡就行了,O O O O O O O O O O,2,招商银行
2604,老哥在哪里申请？需要条件吗？额度这么喜人,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,
2605,申请了，还没通过怎么办，网申的,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,
2606,真不错,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,1,招商银行
2607,没钱存，还是算了,O O O O O O O O,2,招商银行
2608,要是再有几个图案就好了??就这一个图案,O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2,
2609,我搞了个花嫁卡,O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,招商银行
2610,手机银行很简单什么都不需要,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,招商银行
2611,可以邮寄到家庭住址吗？应该是可以的，邮政储蓄经常都是的,O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O,2,
2612,你觉得好看么楼主,O O O O O O O O,2,招商银行
2613,看着还不错,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1,招商银行
2614,真的看着挺漂亮的~,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,1,招商银行
2615,主要是看看卡号如何??合适就升级成一类卡??原卡降级,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ O,2,
2616,储蓄卡研究并不多，,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2,招商银行
2617,主要是闲着没事??又不用花钱??申请一张玩，享受下福利，还是不错的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
2618,怕领卡刁难。我上回打印了一份工作证明，愣是不敢进,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O,0,招商银行
2619,需要线下有网点么，我们这边农行的网点好少,O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ,2,
2620,好看的卡片太多了，不能申不能申,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
2621,话说沈周做什么的？没听过啊,O O O O O O O O O O O O O,2,招商银行
2622,不错的卡面,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
2623,希望如此，我的额度能高点就好了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O,2,
2624,和银行打电话协商，这种银行会理解的，放心吧，开心点,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
2625,银监会投诉要求协商啊，我的逾期一个账单，今天出第二个账单，成功36期！,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,招商银行
2626,你是跟银行协商无果以后投诉的还是直接投诉的？该咋说呀？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0,招商银行
2627,我的是银监会投诉，然后昨天招行投诉部门打电话给我询问什么原因，说了就登记什么的，今天021打电话来说最多分36期,O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0,招商银行
2628,你好，我想请问下，给分期36期了，用手续费的吗，还是就是本金除36期呢,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,招商银行
2629,我也收到这个邮件了，电话里和招商那边说还不上剩下的，挂掉电话就给我发来邮件，这是催收手段还是真的在做...,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,招商银行
2630,后续如何了?,O O O O O O,2,招商银行
2631,我投诉的是银监会，然后昨天招商银行投诉部打电话给我询问,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O,0,招商银行
2632,您好，想问一下，已经给了36期了，手续费用吗，,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,招商银行
2633,电话跟银行谈,O O O O O O,2,招商银行
2634,我今天回电话了，本金6万，还有两张票据的费用过期了,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2,招商银行
2635,网申的？会有业务员联系你填表，再等等吧,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2,招商银行
2636,面签基本是过了额度多少就不得而知,O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,招商银行
2637,业务员7号就上门了，额度就很快提升了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
2638,面签，7号业务员来公司办理然后一直没更新。这可咋办呀，坑死了,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2,
2639,来自网络的前奏？售货员会联系你填好表格，然后等着。,O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2640,分期还款那个数字是不是你上一期的出账账单？经常刷爆吗,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,招商银行
2641,有临时起码就有提额的希望，好好儿养,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,招商银行
2642,e招贷还清多久,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
2643,临时额度还能延期，怎么操作的？,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2,招商银行
2644,账单日前一天还,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O,2,招商银行
2645,账单日不是还款日吗？？,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O,2,招商银行
2646,看了眼招商，昨天还能续的临时额度今天不能续了，汽车分期预计最高额度降了3w,O O O B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ O O O,2,招商银行
2647,信用卡没钱时候一张一万块应急就行，能不用就别用，用了后你很难存钱，努力找个收入高的，一年存个5万以上，过来人经验...,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2648,账单日是上报征信的日子，账单日前一天还款就能有效降低征信显示的负债。千万别还款日还款,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2,招商银行
2649,[color=#80808A$4display:-webkit-box],O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2650,什么渠道申请的？,O O O O O O O O,2,招商银行
2651,我的显示资料处理中。不知道要多久,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
2652,我赶上51，整19天，但是我跳经典时间了。三千额度，给下卡就很满意了,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
2653,招商很好下的，看过一哥们逾期了两年一百多条申请唯一下的就是招商,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-BANK I-BANK,2,招商银行
2654,是不是不是经典时间就没戏,O O O O O O O O O O O O,2,招商银行
2655,不清楚。我买的招行的基金反正没动,O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O,2,
2656,您申请了什么渠道？,O O O O O O O O O,2,招商银行
2657,算了，你又要我送你人头。,O O O O O O O O O O O O,2,招商银行
2658,临额不用试试看。,B-COMMENTS_N I-COMMENTS_N O O O O O O,2,招商银行
2659,临时用到80%以上一两个账单试试,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,招商银行
2660,用不了那么多????我多刷刷看,O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O,2,
2661,这个信用高吗？什么都没有！,O O O O B-COMMENTS_ADJ O O O O O O O O,2,招商银行
2662,有个临时名额至少不黑,O O O O O O O O O O,2,招商银行
2663,玛德额度出来了，6000菜卡,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2,招商银行
2664,老哥你的怎么处理了，我的也说要报案了我比你还多点，慌,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2,招商银行
2665,我欠6万多，今天还了8000，吃饭钱都没有了。要起诉就随意吧，心累,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
2666,他是我弟弟,O O O O O,2,招商银行
2667,名下有房产吗？如果有一套就好了。?据说金额,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N,2,招商银行
2668,这种是查了征信的不相信你自己看征信上,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT O,2,招商银行
2669,征信报告查询中，还没发验证码给我,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2,招商银行
2670,是的，只花了1秒钟?这么快么,O O O O O O O O O O O O B-COMMENTS_ADJ O,2,
2671,我没查信用信息，不过是黑名单估计,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2,招商银行
2672,图呢？,O O O,2,招商银行
2673,新人发文，需要您的多多支持与鼓励~0755有民生精英白和,O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O,2,招商银行
2674,会不会是最近刷卡没积分的原因？？,O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O,2,招商银行
2675,你的还款日是4号肯定停到还款日了啊,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,招商银行
2676,为何我买的基金一直在亏,O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ,2,
2677,刷到天书了，完全不知道什么套路,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
2678,有可能刷卡没积分，跳码机，银行赚不到钱，给你停了,O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2,招商银行
2679,过了还款日就停了，账单日第二天会更新的,O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,招商银行
2680,六行二十万出头，这额度咋样,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,
2681,提高资质，放砖之类的，或者多用卡一段时间，有可能能破。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2682,销它行，或者招商存钱,O O O O O O B-BANK I-BANK O O,2,招商银行
2683,你是没有白金卡吧？任意下一行真白金卡可以破，这是征信等级限制，白金不行，申钻石，卡等级越高，授信就越高！,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
2684,申卡行是怎么知道他行是什么卡呢？征信不显示卡种啊,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2,招商银行
2685,你是没有白金卡吧？任意下一行真白金卡可以破，这是征信等级限制，白金不行，申钻石，卡等级越高，授信就越...,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O,2,招商银行
2686,我手持鸟白，还不是二十几个就提示汇总过高了,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
2687,当然知道啊！有单行授信额度显示啊，普卡金卡白金卡砖石卡无限卡都是有额度区间的！征信和审核可以识别判断！审核时也会问你有没有他行高等级卡！这都是基本常识！...,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2688,平安车主金84k（21.4.26八提）,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2,招商银行
2689,还有这种说法吗？,O O O O O O O O,2,招商银行
2690,总额度多少了？,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,招商银行
2691,我有中行三黑，有十万额度的卡。。,O O B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,招商银行
2692,搬砖，多赚钱安心,O O O B-COMMENTS_ADJ O O O O,2,
2693,事实证明放砖也破不了，30砖已近一年，同样他行过高,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
2694,看来是刚性扣减，我也是六行20多万，直接不提额了现在,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,招商银行
2695,请教各位大神，我这三个月涨一次,O O O O O O O O O O O O B-COMMENTS_ADJ O O,2,招商银行
2696,可以点一下试试，招行的不多，但是有羊毛,O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,
2697,0～20000，兴业就这样的,O O O O O O O O B-BANK I-BANK O O O O,2,
2698,内容是什么？这是招商外包电话，大部分都是卖产品的,O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O,2,招商银行
2699,这么快就有效果？,O O B-COMMENTS_ADJ O O O O O,2,招商银行
2700,立竿见影，效果杠杠滴,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
2701,广发：高铁白85K,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,招商银行
2702,汇总显示几个月了,O O O O O O O O,2,招商银行
2703,这中间怎么用的卡？怎么操作了出汇总高,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2,招商银行
2704,3个月了,O O O O,2,招商银行
2705,一是万念俱灰，,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0,招商银行
2706,看来老哥有理财吧？这么高总授信了小招还给你提额。,O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,招商银行
2707,汇总一年多了，没动静,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
2708,没有啊，没钱理财！,O O O O O O B-PRODUCT I-PRODUCT O,2,招商银行
2709,容易。管理费悲剧,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0,招商银行
2710,不达标有管理费,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2,招商银行
2711,可以0开吗，我可以搞代发工资,O O O O O O O O O O O O O O,2,招商银行
2712,150/月代发免或者你和理财关系好帮你做减免但成本是支行自己承担的可以退一次你可以去忽悠一张当然5...,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2713,天天基金的活期宝转入100元，然后提现，在招行那边也算代发,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2,招商银行
2714,借记卡，大家不用折腾了,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2,招商银行
2715,（中间一直正常刷卡，网购疯子，没机子，只是频率比较高，小额多笔）,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O,2,招商银行
2716,没黑，招商佛系，别刷小额太多，招商不喜欢,O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
2717,好家伙别人说小额多笔你这就别小额,O O O O O O B-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O,2,招商银行
2718,哦哦那就好，6+1是第六个月出账单的第二天吗,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,招商银行
2719,满足六期账单，下卡满180天才提，我的就是第六期半才180天然后才提的。,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
2720,就几十几百，一天七八笔，也有十几块，手续费还是看一看的,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O,2,
2721,我就一年首提黑了一年多,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,招商银行
2722,小黑问题不大，小昭首提难破，破了3+1还是比较稳的，按小额多笔的思路来，支付宝，微信，云闪付轮番上阵，上十足买个打火机一两块钱的也用上，中间穿插几笔大额的Tx...,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,招商银行
2723,有临额应该是没黑。,O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
2724,临额没断过，希望6+1能成功首提,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,招商银行
