id,BIO_anno,class
1167,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1168,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1169,O O O O O O O O O O O O O O O O O O O O O O O O O,2
1170,O O O O O O O O O O O O,2
1171,O O O O O O O O O O O O O O,2
1172,O O O O O O O O O O O O O O O O O O O O O,2
1173,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1174,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1175,O O O O O O O O O O O O O O O,2
1176,O O O O O O O O O O O O O O O O O O O O O O,2
1177,O O O O O O O O O O O O O O O O,2
1178,O O O O O O O O O O O O,2
1179,O O O O O O O O O O O O O O O O O O O O O,2
1180,O O O O O O O O O O O O O O O O,2
1181,O O O O O,2
1182,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1183,O O O O O O O O O O O O O O O O O O O O O O O,2
1184,O O O O O O O O O O O O,2
1185,O O O O O O O,2
1186,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1187,O O O O O O O,2
1188,O O O O O O O O,2
1189,O O O O O O O O O O O O O O O O O,2
1190,O O O O O O O O O O,2
1191,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1192,O O O O O O O O O O O O O O O O O,2
1193,O O O O O O O O O O,2
1194,O O O O O O,2
1195,O O O O O O O O O O O O O,2
1196,O O O O O O O O O,2
1197,O O O O O O O,2
1198,O O O O O,2
1199,O O O O O O O O O O O O O O O O O,2
1200,O O O O O O O O O O O O O O O O O O O O,2
1201,O O O O O O O,2
1202,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1203,O O O O O O O O O O O O O O O O O O O O O O,2
1204,O O O O O O O O O O O O O O O O,2
1205,O O O O O O O O O O O O O O O O O O O O O O,2
1206,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1207,O O O O O O O O O O O O O O O O O O,2
1208,O O O O O O O O O O O O O O O O,2
1209,O O O O O O O O O O O O O O O,2
1210,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1211,O O O O O O O O O O O O O O O O O O O,2
1212,O O O O O O O O O O O O O O O O,2
1213,O O O O O O O O O O O O O O O O O O,2
1214,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1215,O O O O O O O O O O,2
1216,O O O O O O O O,2
1217,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1218,O O O O O O O O O O O O O O,2
1219,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1220,O O O O O O O O O O O O,2
1221,O O O O O O O O O O O,2
1222,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1223,O O O O O O O O O,2
1224,O O O O O O O O O O O,2
1225,O O O O O O O O O O O O O O O O O,2
1226,O O O O O O O O O,2
1227,O O O O O O O O O O O O O O O O,2
1228,O O O O O O O O O O O O O O O O O O O O O O,2
1229,O O O O O O O O O O O O O O O,2
1230,O O O O O O O O O O O O O O O O O O O,2
1231,O O O O O O O O O O O O O O O O,2
1232,O O O O O O O O O O O O O O O O,2
1233,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1234,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1235,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1236,O O O O O O O O O O O O O O,2
1237,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1238,O O O O O O O O O O O O O O O O O O O O O O O O,2
1239,O O O O O O O O O O O O O O O O O O O,2
1240,O O O O O O O O O,2
1241,O O O O O O O O O O O O,2
1242,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1243,O O O O O O O O O O O O O O,2
1244,O O O O O O O O O O O O O O O O,2
1245,O O O O O O O O O O O O O O,2
1246,O O O O O O O O O O O O O O O O,2
1247,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1248,O O O O O O O O O O O O O,2
1249,O O O O O O O O,2
1250,O O O O O O O O O O O O O O O O O O O O O O,2
1251,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1252,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1253,O O O O O O O O O O O O O O O O O O O O O O O O,2
1254,O O O O O O O O O O O O O O O O O O O,2
1255,O O O O O O O O O O O O O O O O O O O O O O O,2
1256,O O O O O O O O O O O,2
1257,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1258,O O O O O O O O O O O O O O O O O O O O O,2
1259,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1260,O O O O O O O,2
1261,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1262,O O O O O O O,2
1263,O O O O O O O O O O O O O O O O,2
1264,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1265,O O O O O O O O,2
1266,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1267,O O O O O O O O O O O O O O,2
1268,O O O O O O O O O O O O O O O O,2
1269,O O O O O O O O O O,2
1270,O O O O O O O O O O O O O,2
1271,O O O O O O O O O O O O O O O O O,2
1272,O O O O O O O O O O O O O O O O O O O,2
1273,O O O O O O O O O O O O O O,2
1274,O O O O O O O O O O O O,2
1275,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1276,O O O O O O O O O O O O O O O O O O O O O O O,2
1277,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1278,O O O O O O O O O O O O O O O O,2
1279,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1280,O O O O O O O O O O,2
1281,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1282,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1283,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1284,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1285,O O O O O O O O O O O O O O O O O O O O O O,2
1286,O O O O O O O O O O O O O O O O O O O O O O,2
1287,O O O O O O O O O O,2
1288,O O O O O O O O O O O,2
1289,O O O O O O O O O O O O,2
1290,O O O O O O O O O O O O O O O O O O O O,2
1291,O O O O O O O O,2
1292,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1293,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1294,O O O O O O O O O O O,2
1295,O O O O O O O O O O O O O O O,2
1296,O O O O O O O O O O O O O O O O O O O O O O O O,2
1297,O O O O O O O O O O O O,2
1298,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1299,O O O O O O O O O O O O O O O O O,2
1300,O O O O O,2
1301,O O O O O O O,2
1302,O O O O O O O O O O O O O,2
1303,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1304,O O O O O O O O O,2
1305,O O O O O O O O O,2
1306,O O O O O O O O O O O O,2
1307,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1308,O O O O O,2
1309,O O O O O,2
1310,O O O O O O O O O O O O O O O O,2
1311,O O O O O O O O O,2
1312,O O O O O O O O O O O O O O O,2
1313,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1314,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1315,O O O O O O O O O O O O O O O,2
1316,O O O O O O O O O O,2
1317,O O O O O O O O O O O O O O O O O,2
1318,O O O O O O O O O O O O O O O,2
1319,O O O O O O O O O O O O O O O O O O O O O O O,2
1320,O O O O O O O O O O O O O O O O O O O O O,2
1321,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1322,O O O O O,2
1323,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1324,O O O O O,2
1325,O O O O O O O O O O O O O O O,2
1326,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1327,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1328,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1329,O O O O O O O O O O O O O O O O O O O O,2
1330,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1331,O O O O O O O O O O O O O O O O O O O O O O,2
1332,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1333,O O O O O O O,2
1334,O O,2
1335,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1336,O O O O O O O O O O O,2
1337,O O O O O O O O O O O O O O O O O O O O O O O,2
1338,O O O O O O,2
1339,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1340,O O O O O O O O O O O O O O,2
1341,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1342,O O O O O,2
1343,O O O O O O O,2
1344,O O O O O O O O O O O O O O O O O O O O O O O O O,2
1345,O O O O O O O O O O O O O O O O O O O O,2
1346,O O O O O O O O O O O O,2
1347,O O O O O O O O,2
1348,O O O O O O O O O O O O O O O O O O O,2
1349,O O O O O O O O O O,2
1350,O O O O,2
1351,O O O O O O,2
1352,O O O O O O O O O O O O O,2
1353,O O O O O O,2
1354,O O O O,2
1355,O O O O O O O O,2
1356,O O O O,2
1357,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1358,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1359,O O O O O O O O O O O O O O O O O O O O O,2
1360,O O O O O O O O O O O O O O O O O O O O,2
1361,O O O O,2
1362,O O O O O O O O O O O O O O O,2
1363,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1364,O O O O O O O O O O O O O O O O O O O O O O O,2
1365,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1366,O O O O O O O O O O O O O,2
1367,O O O O O O O O O O O O O O O O O O O O O,2
1368,O O O O O O O O O O O O O O O O O,2
1369,O O O O O O O,2
1370,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1371,O O O O O O O O O O,2
1372,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1373,O O O O O O O O O O O O,2
1374,O O O O O O O O O O,2
1375,O O O O O O O O O O O O,2
1376,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1377,O O O O O O O,2
1378,O O O O O O O O O O O O O O O O O O O O,2
1379,O O O O O O O,2
1380,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1381,O O O O O O O O O O O,2
1382,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1383,O O O O O O O O O O O O O O O O O O O,2
1384,O O O O O O O O O O O O O O,2
1385,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1386,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1387,O O O O O,2
1388,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1389,O O O O O O O O O O O O O O,2
1390,O O O O O O O O O O O O O O O,2
1391,O O O O O O O O O O O O O O O,2
1392,O O O O O O O,2
1393,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1394,O O O O O O O O O O O O,2
1395,O O O O O O,2
1396,O O O O O O O,2
1397,O O O O O O O O,2
1398,O O O O O O O O O O O O O O O O O O O O O O O,2
1399,O O O O O O O O O O O O O O O O O O O O,2
1400,O O O O O O O,2
1401,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1402,O O O O O O O O O O O O O O O O O O,2
1403,O O O O O O O O O O O O O O O O O,2
1404,O O O O O O O O O O O O O O O O,2
1405,O O O O O O O O O,2
1406,O O O O O O O O O O O O O O O O,2
1407,O O O O O O O O O O O O,2
1408,O O O O O O O O,2
1409,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
